FIPS,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score
6037552601,5260,Los Angeles,90650,Norwalk,-118.0776264,33.8913016,42.97
6037551700,6262,Los Angeles,90242,Downey,-118.147433,33.9172388,42.97
6037212800,3543,Los Angeles,90019,Los Angeles,-118.3305985,34.0518662,42.94
6037134101,5579,Los Angeles,91306,Los Angeles,-118.5666433,34.2143034,42.94
6037119800,6054,Los Angeles,91331,Los Angeles,-118.4291943,34.2329132,42.93
6037533106,1655,Los Angeles,90255,Huntington Park,-118.2170425,33.9788203,42.92
6037234800,3317,Los Angeles,90043,Los Angeles,-118.3220826,33.9818234,42.91
6037104204,3679,Los Angeles,91342,Los Angeles,-118.3931176,34.2912875,42.91
6037573402,6384,Los Angeles,90755,Signal Hill,-118.1691428,33.8016982,42.90
6037543306,7863,Los Angeles,90745,Carson,-118.2427443,33.8342784,42.90
6037132101,4645,Los Angeles,91406,Los Angeles,-118.4956552,34.1902625,42.82
6037234502,3017,Los Angeles,90043,Los Angeles,-118.3244227,34.0018666,42.81
6037191201,4414,Los Angeles,90027,Los Angeles,-118.2961735,34.0985767,42.80
6037404503,2638,Los Angeles,91702,Vincent,-117.9120723,34.1105983,42.78
6037104203,5441,Los Angeles,91331,Los Angeles,-118.4115543,34.2790581,42.74
6037212204,3584,Los Angeles,90005,Los Angeles,-118.2865323,34.0598252,42.71
6037554203,3730,Los Angeles,90706,Bellflower,-118.1247134,33.8802194,42.71
6037402200,6782,Los Angeles,91768,Pomona,-117.764973,34.0818183,42.70
6037405002,3169,Los Angeles,91706,Baldwin Park,-117.9489743,34.1033004,42.67
6037277200,2196,Los Angeles,90045,Los Angeles,-118.3822385,33.9526287,42.65
6037221220,3376,Los Angeles,90006,Los Angeles,-118.2960214,34.0435737,42.61
6037551300,5449,Los Angeles,90241,Downey,-118.1339117,33.9352796,42.60
6037405101,5617,Los Angeles,91706,Baldwin Park,-117.9616912,34.0958307,42.59
6037231400,4745,Los Angeles,90062,Los Angeles,-118.3129995,34.0145548,42.58
6037543702,6637,Los Angeles,90745,Carson,-118.2696681,33.8135657,42.56
6037121210,2926,Los Angeles,91331,Los Angeles,-118.4039928,34.2402959,42.54
6037201301,4498,Los Angeles,90032,Los Angeles,-118.1878082,34.0882239,42.53
6037301802,4516,Los Angeles,91203,Glendale,-118.2597025,34.1492141,42.49
6037221303,2806,Los Angeles,90006,Los Angeles,-118.3084384,34.0453825,42.48
6037134104,4618,Los Angeles,91306,Los Angeles,-118.5753847,34.2119534,42.48
6037293304,4832,Los Angeles,90710,Los Angeles,-118.3043149,33.7926172,42.42
6037293307,2284,Los Angeles,90710,Los Angeles,-118.3035314,33.7873712,42.37
6037218300,5290,Los Angeles,90019,Los Angeles,-118.3548171,34.0427467,42.35
6037218220,3859,Los Angeles,90019,Los Angeles,-118.3348919,34.0434012,42.34
6037302103,5430,Los Angeles,91205,Glendale,-118.238019,34.1425784,42.32
6037601001,2381,Los Angeles,90301,Inglewood,-118.3486875,33.9643251,42.31
6037535503,2240,Los Angeles,90280,South Gate,-118.2144693,33.9552551,42.26
6037910403,2278,Los Angeles,93550,Palmdale,-118.1254252,34.576145,42.26
6037302201,4019,Los Angeles,91205,Glendale,-118.2484454,34.1444791,42.23
6037535803,4246,Los Angeles,90280,South Gate,-118.2100618,33.9480872,42.20
6037576001,5174,Los Angeles,90802,Long Beach,-118.1938633,33.7631159,42.19
6037294200,4874,Los Angeles,90744,Los Angeles,-118.2693892,33.7948377,42.18
6037311801,2873,Los Angeles,91502,Burbank,-118.306208,34.1661607,42.14
6037572002,4723,Los Angeles,90807,Long Beach,-118.191637,33.8230804,42.11
6037231300,5754,Los Angeles,90062,Los Angeles,-118.304538,34.0145164,42.06
6037601802,3945,Los Angeles,90304,Lennox,-118.3504318,33.9400113,42.06
6037402706,3834,Los Angeles,91767,Pomona,-117.7204486,34.0716281,42.04
6037480902,4109,Los Angeles,91803,Alhambra,-118.1390208,34.0802793,42.01
6037115202,5684,Los Angeles,91324,Los Angeles,-118.5376549,34.2332349,42.01
6037113401,6550,Los Angeles,91306,Los Angeles,-118.5626938,34.2272273,42.00
6037211122,3163,Los Angeles,90004,Los Angeles,-118.2892234,34.0726794,42.00
6037109100,2797,Los Angeles,91345,Los Angeles,-118.4631511,34.2771693,41.97
6037407802,3476,Los Angeles,91744,Industry,-117.9348633,34.0229331,41.92
6037190401,2977,Los Angeles,90027,Los Angeles,-118.3027866,34.1035718,41.91
6037293302,5082,Los Angeles,90710,Los Angeles,-118.3042086,33.8016119,41.90
6037430101,5382,Los Angeles,91010,Duarte,-117.9755668,34.1375469,41.84
6037115401,6373,Los Angeles,91325,Los Angeles,-118.515127,34.2248079,41.80
6037302004,4151,Los Angeles,91206,Glendale,-118.2387735,34.1488475,41.78
6037572201,5592,Los Angeles,90806,Long Beach,-118.1953378,33.81618,41.76
6037481001,4369,Los Angeles,91801,Alhambra,-118.1302887,34.0876622,41.75
6037301900,8192,Los Angeles,91206,Glendale,-118.2464109,34.1556019,41.74
6037481603,3486,Los Angeles,91801,Alhambra,-118.1201868,34.0841555,41.70
6037212900,4067,Los Angeles,90019,Los Angeles,-118.3215149,34.0494541,41.70
6037186404,2631,Los Angeles,90065,Los Angeles,-118.2354293,34.1067595,41.68
6037404501,2789,Los Angeles,91702,Azusa,-117.9220312,34.1109251,41.68
6037910501,5218,Los Angeles,93550,Palmdale,-118.1125209,34.5802081,41.65
6037408211,6381,Los Angeles,91748,Industry,-117.9080818,33.9988356,41.60
6037106407,3119,Los Angeles,91342,Los Angeles,-118.4365572,34.3105742,41.58
6037310702,6567,Los Angeles,91502,Burbank,-118.3067629,34.1811412,41.55
6037530003,3080,Los Angeles,90640,Montebello,-118.0889928,34.0286266,41.52
6037128101,3735,Los Angeles,91405,Los Angeles,-118.4356174,34.1902993,41.51
6037186302,5096,Los Angeles,90065,Los Angeles,-118.228857,34.1126744,41.41
6037119201,4547,Los Angeles,91331,Los Angeles,-118.440639,34.2462338,41.35
6037320202,6151,Los Angeles,91340,San Fernando,-118.4345092,34.2897466,41.35
6037197300,4052,Los Angeles,90026,Los Angeles,-118.2520467,34.0811373,41.33
6037503103,5204,Los Angeles,90605,South Whittier,-118.0407064,33.9281744,41.27
6037573003,1843,Los Angeles,90806,Long Beach,-118.2020691,33.7943972,41.27
6037218110,3195,Los Angeles,90019,Los Angeles,-118.3275531,34.0443254,41.21
6037191000,4454,Los Angeles,90028,Los Angeles,-118.321677,34.1009548,41.20
6037236203,3118,Los Angeles,90016,Los Angeles,-118.3467706,34.0184552,41.19
6037310701,2181,Los Angeles,91502,Burbank,-118.312844,34.1853923,41.19
6037117404,5324,Los Angeles,91343,Los Angeles,-118.479077,34.2284788,41.17
6037125501,3052,Los Angeles,91601,Los Angeles,-118.3657855,34.1622937,41.09
6037601303,5084,Los Angeles,90302,Inglewood,-118.3617818,33.9741892,41.06
6037134303,5942,Los Angeles,91303,Los Angeles,-118.611899,34.203248,41.06
6037134304,3042,Los Angeles,91304,Los Angeles,-118.6102868,34.213933,41.05
6037405302,5433,Los Angeles,91790,West Covina,-117.9439942,34.0764659,40.99
6037406901,4773,Los Angeles,91746,West Puente Valley,-117.9698642,34.058781,40.96
6037211804,3221,Los Angeles,90020,Los Angeles,-118.3066067,34.0671619,40.95
6037600400,4147,Los Angeles,90047,Westmont,-118.3140872,33.9369542,40.91
6037900703,4349,Los Angeles,93534,Lancaster,-118.1567565,34.6820995,40.90
6037603801,4748,Los Angeles,90260,Lawndale,-118.3480963,33.8985392,40.89
6037123800,6018,Los Angeles,91606,Los Angeles,-118.4014361,34.1797368,40.88
6037224310,2422,Los Angeles,90006,Los Angeles,-118.2827213,34.044384,40.87
6037550800,7403,Los Angeles,90241,Downey,-118.1433556,33.95127,40.85
6037221900,4248,Los Angeles,90007,Los Angeles,-118.2895621,34.0267694,40.81
6037294301,2471,Los Angeles,90744,Los Angeles,-118.2795526,33.7946618,40.80
6037502801,6468,Los Angeles,90670,Santa Fe Springs,-118.0891681,33.9409904,40.76
6037535701,5237,Los Angeles,90280,South Gate,-118.2041472,33.9601821,40.75
6037219500,2084,Los Angeles,90016,Los Angeles,-118.3405648,34.0209191,40.75
6037553100,6770,Los Angeles,90706,Bellflower,-118.1115699,33.8905614,40.72
6037407501,4257,Los Angeles,91744,Valinda,-117.9477593,34.0466402,40.71
6037407302,3503,Los Angeles,91744,West Puente Valley,-117.9608384,34.0395089,40.70
6037183810,4163,Los Angeles,90042,Los Angeles,-118.1978495,34.107365,40.67
6037554001,3756,Los Angeles,90706,Bellflower,-118.1322329,33.8990638,40.62
6037408631,5214,Los Angeles,91745,Hacienda Heights,-117.9583769,34.0002603,40.62
6037212701,2276,Los Angeles,90019,Los Angeles,-118.3193139,34.0543037,40.60
6037211120,5635,Los Angeles,90020,Los Angeles,-118.2877775,34.0652365,40.60
6037552900,7156,Los Angeles,90650,Norwalk,-118.0911533,33.8912102,40.59
6037502802,3221,Los Angeles,90670,Santa Fe Springs,-118.0683234,33.9335661,40.59
6037189201,3216,Los Angeles,90027,Los Angeles,-118.2961605,34.1035829,40.55
6037213401,4859,Los Angeles,90006,Los Angeles,-118.2879026,34.0537069,40.55
6037540201,2587,Los Angeles,90280,Lynwood,-118.2152045,33.9432105,40.53
6037119341,2890,Los Angeles,91402,Los Angeles,-118.4458757,34.2371667,40.52
6037402502,6839,Los Angeles,91766,Pomona,-117.7604508,34.0477052,40.48
6037106648,4546,Los Angeles,91342,Los Angeles,-118.4558345,34.2930983,40.46
6037237900,4405,Los Angeles,90047,Los Angeles,-118.3111925,33.9709293,40.46
6037134103,4659,Los Angeles,91306,Los Angeles,-118.5814401,34.2185595,40.45
6037222100,4331,Los Angeles,90018,Los Angeles,-118.3023777,34.027317,40.44
6037124102,3551,Los Angeles,91601,Los Angeles,-118.3833988,34.1757824,40.39
6037123510,4795,Los Angeles,91405,Los Angeles,-118.4290714,34.1953384,40.37
6037575102,4151,Los Angeles,90804,Long Beach,-118.1621912,33.7844124,40.34
6037502005,4930,Los Angeles,90605,South Whittier,-118.0342818,33.9516825,40.32
6037910502,4537,Los Angeles,93550,Palmdale,-118.1008047,34.5800249,40.29
6037197200,3909,Los Angeles,90031,Los Angeles,-118.2343586,34.0907632,40.28
6037552001,4188,Los Angeles,90650,Norwalk,-118.0951779,33.9123664,40.25
6037117101,5224,Los Angeles,91343,Los Angeles,-118.4621302,34.2391374,40.22
6037555212,5110,Los Angeles,90716,Hawaiian Gardens,-118.0662058,33.8273348,40.21
6037408302,3836,Los Angeles,91746,Industry,-118.0172042,34.0382308,40.18
6037481604,3701,Los Angeles,91801,Alhambra,-118.1260625,34.0832452,40.15
6037104105,6054,Los Angeles,91331,Los Angeles,-118.4046862,34.2761482,40.12
6037320100,7601,Los Angeles,91340,San Fernando,-118.4273952,34.2948569,40.10
6037431200,6399,Los Angeles,91010,South Monrovia Island,-117.995471,34.1233883,39.97
6037553400,3495,Los Angeles,90242,Downey,-118.1471817,33.9082352,39.94
6037192520,5269,Los Angeles,90004,Los Angeles,-118.3024972,34.0799255,39.92
6037190700,2685,Los Angeles,90028,Los Angeles,-118.3336722,34.0986626,39.91
6037500300,2973,Los Angeles,90601,Unincorporated Los Angeles County area,-118.039504,34.0142722,39.89
6037432201,4491,Los Angeles,91770,Rosemead,-118.0827115,34.0871355,39.87
6037408138,5432,Los Angeles,91744,South San Jose Hills,-117.9159505,34.0193311,39.85
6037212303,3837,Los Angeles,90005,Los Angeles,-118.2935144,34.0597633,39.78
6037550700,6104,Los Angeles,90240,Downey,-118.1314443,33.9642238,39.76
6037482522,4478,Los Angeles,90640,Montebello,-118.0939478,34.040905,39.76
6037221210,3165,Los Angeles,90006,Los Angeles,-118.3028633,34.0436623,39.72
6037113321,6180,Los Angeles,91311,Los Angeles,-118.5918392,34.2533539,39.71
6037187200,2963,Los Angeles,90039,Los Angeles,-118.2473892,34.1036004,39.71
6037601202,4000,Los Angeles,90301,Inglewood,-118.3569389,33.9490727,39.70
6037431100,6758,Los Angeles,91016,Monrovia,-117.9971918,34.1360755,39.70
6037192420,4280,Los Angeles,90004,Los Angeles,-118.3113323,34.0798801,39.67
6037482303,6156,Los Angeles,91770,Rosemead,-118.098744,34.0691098,39.67
6037188300,3800,Los Angeles,90039,Los Angeles,-118.2647639,34.1207814,39.67
6037603006,1898,Los Angeles,90247,Gardena,-118.304508,33.8909348,39.66
6037190902,3518,Los Angeles,90038,Los Angeles,-118.319013,34.094395,39.66
6037199110,2705,Los Angeles,90032,Los Angeles,-118.197404,34.0793615,39.63
6037576501,2986,Los Angeles,90802,Long Beach,-118.1787306,33.772239,39.61
6037235100,4401,Los Angeles,90043,Los Angeles,-118.3463239,33.9852423,39.59
6037191420,3096,Los Angeles,90029,Los Angeles,-118.2881029,34.0851215,39.58
6037183620,3111,Los Angeles,90042,Los Angeles,-118.1898523,34.115176,39.57
6037480903,3248,Los Angeles,91803,Alhambra,-118.139349,34.0736606,39.57
6037123700,4435,Los Angeles,91606,Los Angeles,-118.4095169,34.1848596,39.55
6037500800,5362,Los Angeles,90660,Pico Rivera,-118.0861015,33.9831987,39.50
6037408630,2510,Los Angeles,91745,Hacienda Heights,-117.9561887,34.006504,39.47
6037900102,710,Los Angeles,93535,Unincorporated Los Angeles County area,-117.7517043,34.6825868,39.47
6037503105,4228,Los Angeles,90604,South Whittier,-118.0344855,33.927592,39.45
6037482503,4293,Los Angeles,91770,Rosemead,-118.0948587,34.0586251,39.45
6037576402,5015,Los Angeles,90813,Long Beach,-118.1741618,33.7789756,39.45
6037301206,5281,Los Angeles,91202,Glendale,-118.2724011,34.1631614,39.44
6037106114,6324,Los Angeles,91340,Los Angeles,-118.4268073,34.3023558,39.41
6037402703,4661,Los Angeles,91767,Pomona,-117.7253608,34.0780854,39.41
6037482401,3670,Los Angeles,91770,Rosemead,-118.0863199,34.0674668,39.40
6037212202,3424,Los Angeles,90005,Los Angeles,-118.2879321,34.0563658,39.40
6037191820,3176,Los Angeles,90038,Los Angeles,-118.3277048,34.0852963,39.37
6037604001,4207,Los Angeles,90260,Lawndale,-118.3568418,33.8837388,39.26
6037481103,4926,Los Angeles,91776,San Gabriel,-118.0983354,34.093458,39.24
6037482502,3310,Los Angeles,91770,Rosemead,-118.1037641,34.0589818,39.22
6037504101,4826,Los Angeles,90638,La Mirada,-118.033316,33.9099095,39.17
6037543604,5226,Los Angeles,90745,Carson,-118.279506,33.8095428,39.17
6037211703,4841,Los Angeles,90020,Los Angeles,-118.311582,34.0671467,39.17
6037576403,5140,Los Angeles,90813,Long Beach,-118.1698152,33.7789729,39.15
6037234501,2845,Los Angeles,90043,Los Angeles,-118.3244351,33.9974948,39.14
6037461600,6058,Los Angeles,91103,Pasadena,-118.1559426,34.1634652,39.13
6037269700,3546,Los Angeles,90034,Los Angeles,-118.387153,34.036336,39.11
6037550901,4141,Los Angeles,90241,Downey,-118.1289738,33.9420607,39.07
6037235201,2682,Los Angeles,90043,Los Angeles,-118.3221148,33.9745535,39.05
6037576903,3644,Los Angeles,90804,Long Beach,-118.1567668,33.7807787,39.02
6037302003,3665,Los Angeles,91206,Glendale,-118.2439771,34.1487828,39.01
6037570701,7372,Los Angeles,90712,Lakewood,-118.1483367,33.8538919,38.99
6037501200,4864,Los Angeles,90601,Whittier,-118.0628298,33.9988447,38.97
6037183820,3445,Los Angeles,90042,Los Angeles,-118.1971252,34.1039592,38.97
6037502003,2634,Los Angeles,90602,Whittier,-118.0393767,33.9631768,38.97
6037602507,5122,Los Angeles,90250,Hawthorne,-118.3308405,33.9037379,38.96
6037555102,5987,Los Angeles,90715,Lakewood,-118.0769658,33.8387305,38.96
6037106510,5618,Los Angeles,91342,Los Angeles,-118.4795847,34.326405,38.87
6037531800,4960,Los Angeles,90022,East Los Angeles,-118.1391833,34.0186986,38.79
6037403318,6367,Los Angeles,91766,Pomona,-117.7652744,34.0305561,38.79
6037104108,6001,Los Angeles,91331,Los Angeles,-118.3985703,34.2731497,38.77
6037211910,4371,Los Angeles,90020,Los Angeles,-118.2985036,34.0672078,38.74
6037701100,1101,Los Angeles,90049,Unincorporated Los Angeles County area,-118.4570058,34.0575852,38.72
6037134201,4735,Los Angeles,91304,Los Angeles,-118.5912335,34.2139885,38.69
6037204120,2971,Los Angeles,90063,Los Angeles,-118.201168,34.0338905,38.69
6037123602,3659,Los Angeles,91401,Los Angeles,-118.4263255,34.1812199,38.63
6037113422,6306,Los Angeles,91306,Los Angeles,-118.5809624,34.2242131,38.58
6037543322,7959,Los Angeles,90746,Carson,-118.2569604,33.8525481,38.57
6037575103,5171,Los Angeles,90804,Long Beach,-118.1534873,33.7861933,38.47
6037602403,5199,Los Angeles,90250,Hawthorne,-118.3481183,33.9130743,38.44
6037553000,5033,Los Angeles,90650,Norwalk,-118.1040525,33.8945795,38.43
6037408504,5193,Los Angeles,91745,Hacienda Heights,-117.9710617,33.99877,38.43
6037401703,4107,Los Angeles,91767,Pomona,-117.752461,34.1016015,38.37
6037211410,2736,Los Angeles,90004,Los Angeles,-118.3073155,34.0726142,38.36
6037296902,4219,Los Angeles,90731,Los Angeles,-118.2956244,33.7344542,38.33
6037234300,3805,Los Angeles,90008,Los Angeles,-118.329022,34.0073786,38.33
6037603702,4777,Los Angeles,90506,Alondra Park,-118.3393815,33.8829956,38.32
6037237800,3796,Los Angeles,90044,Los Angeles,-118.2981214,33.9709601,38.32
6037481401,6267,Los Angeles,91776,San Gabriel,-118.1039746,34.0831934,38.32
6037600201,5063,Los Angeles,90044,Westmont,-118.2972695,33.9482522,38.31
6037535902,7209,Los Angeles,90280,South Gate,-118.1958301,33.9393897,38.27
6037217100,6219,Los Angeles,90019,Los Angeles,-118.3545296,34.0489658,38.26
6037201200,2893,Los Angeles,90032,Los Angeles,-118.1785407,34.0887082,38.25
6037701701,3305,Los Angeles,90404,Santa Monica,-118.4722531,34.032337,38.21
6037554405,3015,Los Angeles,90706,Bellflower,-118.1212147,33.8737602,38.21
6037500500,2703,Los Angeles,90660,Pico Rivera,-118.0838653,34.015045,38.19
6037577000,7288,Los Angeles,90804,Long Beach,-118.1401379,33.776873,38.17
6037404202,4252,Los Angeles,91702,Citrus,-117.8857465,34.1250526,38.15
6037131300,5102,Los Angeles,91335,Los Angeles,-118.5229633,34.2146599,38.14
6037551202,7840,Los Angeles,90242,Downey,-118.1381271,33.924571,38.11
6037572202,3614,Los Angeles,90806,Long Beach,-118.1953401,33.8089196,38.11
6037481202,6188,Los Angeles,91776,San Gabriel,-118.0815165,34.0980685,38.11
6037269601,3393,Los Angeles,90034,Los Angeles,-118.3794518,34.0418546,38.10
6037602506,4297,Los Angeles,90250,Hawthorne,-118.3308401,33.9073761,38.06
6037212102,2291,Los Angeles,90010,Los Angeles,-118.2984976,34.0635726,38.03
6037554801,2744,Los Angeles,90701,Artesia,-118.0832638,33.8768314,38.02
6037406800,4866,Los Angeles,91790,West Covina,-117.9540873,34.0639081,37.99
6037191110,3478,Los Angeles,90027,Los Angeles,-118.3049408,34.0965841,37.96
6037197600,2166,Los Angeles,90026,Los Angeles,-118.2519864,34.0683315,37.91
6037500900,6363,Los Angeles,90660,Pico Rivera,-118.0803987,33.9934787,37.89
6037554201,4356,Los Angeles,90706,Bellflower,-118.1382741,33.8838461,37.83
6037600802,2485,Los Angeles,90305,Inglewood,-118.3367197,33.9661039,37.81
6037920336,6881,Los Angeles,91321,Santa Clarita,-118.5358844,34.3855971,37.79
6037201120,4144,Los Angeles,90032,Los Angeles,-118.1636768,34.0949515,37.78
6037201504,2302,Los Angeles,90032,Los Angeles,-118.173792,34.080828,37.74
6037480803,3699,Los Angeles,91801,Alhambra,-118.1536066,34.0909207,37.69
6037406500,6655,Los Angeles,91790,West Covina,-117.9188723,34.0663578,37.69
6037554204,4313,Los Angeles,90706,Bellflower,-118.128584,33.8847475,37.65
6037481402,6598,Los Angeles,91776,San Gabriel,-118.0929535,34.0830571,37.64
6037551000,7281,Los Angeles,90241,Downey,-118.112141,33.9374454,37.62
6037131600,5336,Los Angeles,91335,Los Angeles,-118.551356,34.214718,37.57
6037543701,3057,Los Angeles,90745,Carson,-118.269697,33.8216408,37.56
6037406701,3082,Los Angeles,91790,West Covina,-117.9463753,34.0552717,37.52
6037462201,3941,Los Angeles,91101,Pasadena,-118.1369525,34.1548928,37.45
6037208501,2267,Los Angeles,90026,Los Angeles,-118.2719463,34.0695316,37.42
6037503902,4939,Los Angeles,90638,La Mirada,-118.0185593,33.8844479,37.42
6037535802,6600,Los Angeles,90280,South Gate,-118.2075235,33.9408573,37.41
6037408133,5203,Los Angeles,91792,West Covina,-117.9093406,34.0241796,37.36
6037481002,5646,Los Angeles,91801,Alhambra,-118.1189741,34.0951879,37.35
6037551501,4596,Los Angeles,90242,Downey,-118.1608904,33.9373038,37.31
6037430901,4517,Los Angeles,91016,Monrovia,-118.0115108,34.1416685,37.30
6037550201,2911,Los Angeles,90650,Norwalk,-118.0840271,33.9283366,37.25
6037134904,4043,Los Angeles,91306,Los Angeles,-118.5802111,34.1913886,37.25
6037139401,2706,Los Angeles,91356,Los Angeles,-118.537583,34.1696955,37.23
6037910404,4284,Los Angeles,93550,Palmdale,-118.1238241,34.5646915,37.22
6037213100,3014,Los Angeles,90019,Los Angeles,-118.3126928,34.0506364,37.22
6037191710,2937,Los Angeles,90038,Los Angeles,-118.3192272,34.0855323,37.20
6037204110,3286,Los Angeles,90063,Los Angeles,-118.1987145,34.0387869,37.19
6037430102,4684,Los Angeles,91010,Duarte,-117.9799552,34.128623,37.12
6037552800,6198,Los Angeles,90650,Norwalk,-118.091192,33.8984772,37.11
6037131900,4597,Los Angeles,91406,Los Angeles,-118.5098593,34.2047193,37.11
6037573401,1642,Los Angeles,90755,Signal Hill,-118.1796451,33.8128912,37.01
6037201503,3364,Los Angeles,90032,Los Angeles,-118.1739007,34.0851726,36.99
6037124105,2538,Los Angeles,91606,Los Angeles,-118.3834061,34.1812289,36.97
6037600501,2712,Los Angeles,90303,Inglewood,-118.322075,33.9345627,36.91
6037113234,4823,Los Angeles,91304,Los Angeles,-118.5939793,34.2257746,36.90
6037128500,4108,Los Angeles,91401,Los Angeles,-118.4443439,34.1703043,36.89
6037109603,4297,Los Angeles,91345,Los Angeles,-118.4654157,34.2536518,36.83
6037432902,3312,Los Angeles,91770,Rosemead,-118.0599559,34.0786952,36.80
6037113237,4194,Los Angeles,91311,Los Angeles,-118.6117577,34.244544,36.79
6037400302,3154,Los Angeles,91750,La Verne,-117.7893657,34.114067,36.75
6037296901,4466,Los Angeles,90731,Los Angeles,-118.2945655,33.7301628,36.75
6037550601,5960,Los Angeles,90240,Downey,-118.1171582,33.9622692,36.74
6037603703,2491,Los Angeles,90250,Hawthorne,-118.3395521,33.898257,36.73
6037401500,6213,Los Angeles,91750,La Verne,-117.7766343,34.097863,36.71
6037604002,4856,Los Angeles,90260,Lawndale,-118.3569295,33.8765977,36.69
6037553300,3214,Los Angeles,90706,Bellflower,-118.1392813,33.9043767,36.60
6037554802,6378,Los Angeles,90701,Artesia,-118.0806903,33.8693945,36.56
6037212306,3413,Los Angeles,90005,Los Angeles,-118.2940727,34.056128,36.51
6037117302,5229,Los Angeles,91343,Los Angeles,-118.4987424,34.238143,36.44
6037481201,3910,Los Angeles,91780,Temple City,-118.0710962,34.0976177,36.44
6037480901,5407,Los Angeles,91803,Alhambra,-118.140161,34.0869807,36.35
6037106649,2661,Los Angeles,91342,Los Angeles,-118.4606541,34.2892618,36.34
6037602504,4961,Los Angeles,90250,Hawthorne,-118.3373323,33.9055479,36.32
6037107010,3141,Los Angeles,91342,Los Angeles,-118.4467204,34.3020803,36.30
6037183103,4355,Los Angeles,90042,Los Angeles,-118.1749059,34.1156486,36.29
6037551402,4677,Los Angeles,90241,Downey,-118.1459703,33.9414621,36.29
6037406102,6167,Los Angeles,91723,Covina,-117.8892621,34.081477,36.26
6037123104,4416,Los Angeles,91606,Los Angeles,-118.3650028,34.1828906,36.23
6037600601,2653,Los Angeles,90303,Inglewood,-118.3220544,33.9418498,36.17
6037532102,3936,Los Angeles,90640,Montebello,-118.1116637,33.9983747,36.15
6037134002,3665,Los Angeles,91306,Los Angeles,-118.5855271,34.2026924,36.09
6037106113,3697,Los Angeles,91342,Los Angeles,-118.4222365,34.3061792,36.09
6037402803,3270,Los Angeles,91766,Pomona,-117.7453051,34.0478488,36.06
6037271200,2770,Los Angeles,90064,Los Angeles,-118.4420039,34.0313917,35.98
6037125200,3907,Los Angeles,91601,Los Angeles,-118.3839912,34.1656901,35.96
6037183520,3758,Los Angeles,90042,Los Angeles,-118.2015849,34.1109412,35.95
6037701702,3437,Los Angeles,90404,Santa Monica,-118.4840964,34.0227687,35.94
6037602404,5457,Los Angeles,90250,Hawthorne,-118.3481533,33.906025,35.88
6037480303,4103,Los Angeles,91801,Alhambra,-118.1377177,34.0951421,35.85
6037482304,3216,Los Angeles,91770,Rosemead,-118.0988908,34.0644299,35.85
6037481606,5013,Los Angeles,91803,Alhambra,-118.125985,34.0764499,35.78
6037900805,4916,Los Angeles,93534,Lancaster,-118.1577319,34.6953144,35.77
6037553503,2906,Los Angeles,90723,Paramount,-118.1541186,33.9130459,35.75
6037275200,3751,Los Angeles,90066,Los Angeles,-118.4198974,33.9953352,35.74
6037275102,4338,Los Angeles,90230,Los Angeles,-118.4112469,33.9979789,35.70
6037554700,4328,Los Angeles,90650,Norwalk,-118.0768827,33.8842945,35.69
6037461901,5051,Los Angeles,91103,Pasadena,-118.1488613,34.1544547,35.65
6037501600,7769,Los Angeles,90601,Whittier,-118.008555,33.9760214,35.63
6037310400,3247,Los Angeles,91504,Burbank,-118.3354064,34.2026771,35.62
6037183610,3215,Los Angeles,90042,Los Angeles,-118.1948974,34.1140024,35.60
6037553200,7637,Los Angeles,90706,Bellflower,-118.1205611,33.9049648,35.57
6037190402,2372,Los Angeles,90027,Los Angeles,-118.3071514,34.1035491,35.55
6037480304,4506,Los Angeles,91801,Alhambra,-118.1316021,34.0961677,35.55
6037111302,5163,Los Angeles,91325,Los Angeles,-118.5128425,34.2539511,35.54
6037190202,3225,Los Angeles,90028,Los Angeles,-118.3355353,34.1034022,35.53
6037501002,5013,Los Angeles,90606,West Whittier-Los Nietos,-118.0620458,33.9822771,35.52
6037543601,3781,Los Angeles,90745,Carson,-118.2814216,33.8216423,35.46
6037236000,4181,Los Angeles,90008,Los Angeles,-118.3623219,34.0122748,35.44
6037702400,4367,Los Angeles,90232,Culver City,-118.3843439,34.0251002,35.43
6037301204,5284,Los Angeles,91202,Glendale,-118.2597444,34.161482,35.43
6037106405,4758,Los Angeles,91342,Los Angeles,-118.4482929,34.3146809,35.41
6037104103,3431,Los Angeles,91342,Los Angeles,-118.3925764,34.2820993,35.39
6037212305,3025,Los Angeles,90005,Los Angeles,-118.2981624,34.0561038,35.39
6037920337,6943,Los Angeles,91321,Santa Clarita,-118.5128742,34.3736616,35.38
6037430002,6522,Los Angeles,91010,Duarte,-117.9554107,34.1393519,35.37
6037543304,5872,Los Angeles,90746,Carson,-118.2413562,33.8522481,35.36
6037187101,3438,Los Angeles,90039,Los Angeles,-118.2602407,34.1160806,35.35
6037195903,2008,Los Angeles,90026,Los Angeles,-118.2824401,34.0808128,35.34
6037550400,1226,Los Angeles,90241,Downey,-118.0976911,33.9365565,35.23
6037139502,2917,Los Angeles,91316,Los Angeles,-118.5263111,34.1628402,35.22
6037543321,5446,Los Angeles,90747,Carson,-118.25076,33.8656664,35.20
6037534700,4435,Los Angeles,90255,Walnut Park,-118.2147845,33.9682908,35.19
6037135114,5106,Los Angeles,91303,Los Angeles,-118.603662,34.1904438,35.19
